Data,Reference
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.8185671778439002,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6123140306706341,0.8234012359807736
0.6445410849164568,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6928816662851911,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.8040650034332799,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6332616159304189,-0.8250125886930647
0.39961547264820324,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7154406042572671,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7605584802014191,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7734493018997481,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7927855344472419,-0.8250125886930647
-0.7960082398718242,-0.8250125886930647
-0.7976195925841153,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6123140306706341,0.8234012359807736
0.6429297322041657,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6928816662851911,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.8040650034332799,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.8185671778439002,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6316502632181278,-0.8250125886930647
0.3980041199359121,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7170519569695583,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7589471274891278,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7750606546120393,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7911741817349508,-0.8250125886930647
-0.794396887159533,-0.8250125886930647
-0.7976195925841153,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.8185671778439002,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.4415106431677729,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6123140306706341,0.8234012359807736
0.6429297322041657,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6928816662851911,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.8040650034332799,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6316502632181278,-0.8250125886930647
0.3980041199359121,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7170519569695583,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7605584802014191,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7734493018997481,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7927855344472419,-0.8250125886930647
-0.7960082398718242,-0.8250125886930647
-0.7992309452964065,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6123140306706341,0.8234012359807736
0.6445410849164568,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6912703135728999,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.805676356145571,0.8234012359807736
0.805676356145571,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6316502632181278,-0.8250125886930647
0.39961547264820324,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7154406042572671,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7605584802014191,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7734493018997481,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7927855344472419,-0.8250125886930647
-0.7960082398718242,-0.8250125886930647
-0.7976195925841153,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.8185671778439002,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6139253833829251,0.8234012359807736
0.6445410849164568,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6912703135728999,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.805676356145571,0.8234012359807736
0.805676356145571,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6316502632181278,-0.8250125886930647
0.39961547264820324,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7170519569695583,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7605584802014191,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7734493018997481,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7927855344472419,-0.8250125886930647
-0.794396887159533,-0.8250125886930647
-0.7992309452964065,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
0.0,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6139253833829251,0.8234012359807736
0.6429297322041657,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6912703135728999,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.805676356145571,0.8234012359807736
0.805676356145571,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6316502632181278,-0.8250125886930647
0.3980041199359121,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7170519569695583,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7605584802014191,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7734493018997481,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7927855344472419,-0.8250125886930647
-0.794396887159533,-0.8250125886930647
-0.7976195925841153,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6123140306706341,0.8234012359807736
0.6429297322041657,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6928816662851911,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7766720073243305,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8040650034332799,0.8234012359807736
0.805676356145571,0.8234012359807736
0.805676356145571,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8121217669947356,0.8234012359807736
0.8137331197070268,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.815344472419318,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,0.8234012359807736
0.816955825131609,-0.8250125886930647
0.816955825131609,-0.8250125886930647
0.6332616159304189,-0.8250125886930647
0.39961547264820324,-0.8250125886930647
0.2030304417486839,-0.8250125886930647
0.043506523231860834,-0.8250125886930647
-0.08862439917601282,-0.8250125886930647
-0.19819638361181047,-0.8250125886930647
-0.2900434882124056,-0.8250125886930647
-0.3673884184023804,-0.8250125886930647
-0.4318425268940261,-0.8250125886930647
-0.4866285191119249,-0.8250125886930647
-0.5333577477683681,-0.8250125886930647
-0.5736415655756465,-0.8250125886930647
-0.6074799725337606,-0.8250125886930647
-0.6364843213550011,-0.8250125886930647
-0.6606546120393683,-0.8250125886930647
-0.6832135500114442,-0.8250125886930647
-0.7009384298466468,-0.8250125886930647
-0.7154406042572671,-0.8250125886930647
-0.7299427786678874,-0.8250125886930647
-0.7412222476539254,-0.8250125886930647
-0.7508903639276722,-0.8250125886930647
-0.7605584802014191,-0.8250125886930647
-0.7670038910505836,-0.8250125886930647
-0.7734493018997481,-0.8250125886930647
-0.7798947127489128,-0.8250125886930647
-0.7847287708857862,-0.8250125886930647
-0.7879514763103685,-0.8250125886930647
-0.7927855344472419,-0.8250125886930647
-0.7960082398718242,-0.8250125886930647
-0.7992309452964065,-0.8250125886930647
-0.8008422980086976,-0.8250125886930647
-0.8024536507209887,-0.8250125886930647
-0.8040650034332799,-0.8250125886930647
-0.805676356145571,-0.8250125886930647
-0.8072877088578622,-0.8250125886930647
-0.8088990615701532,-0.8250125886930647
-0.8105104142824444,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8121217669947356,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.8137331197070268,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.815344472419318,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.816955825131609,-0.8250125886930647
-0.8185671778439002,0.8234012359807736
-0.8185671778439002,0.8234012359807736
-0.6606546120393683,0.8234012359807736
-0.44312199588006407,0.8234012359807736
-0.249759670405127,0.8234012359807736
-0.08701304646372167,0.8234012359807736
0.051563286793316544,0.8234012359807736
0.1691920347905699,0.8234012359807736
0.2674845502403296,0.8234012359807736
0.351274891279469,0.8234012359807736
0.42217441062027916,0.8234012359807736
0.4817944609750515,0.8234012359807736
0.5333577477683681,0.8234012359807736
0.5768642710002289,0.8234012359807736
0.6123140306706341,0.8234012359807736
0.6429297322041657,0.8234012359807736
0.6703227283131151,0.8234012359807736
0.6928816662851911,0.8234012359807736
0.7106065461203936,0.8234012359807736
0.726720073243305,0.8234012359807736
0.7396108949416342,0.8234012359807736
0.7508903639276722,0.8234012359807736
0.7605584802014191,0.8234012359807736
0.7686152437628748,0.8234012359807736
0.7750606546120393,0.8234012359807736
0.7815060654612038,0.8234012359807736
0.7863401235980774,0.8234012359807736
0.7911741817349508,0.8234012359807736
0.794396887159533,0.8234012359807736
0.7976195925841153,0.8234012359807736
0.8008422980086976,0.8234012359807736
0.8024536507209887,0.8234012359807736
0.8040650034332799,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8072877088578622,0.8234012359807736
0.8088990615701532,0.8234012359807736
0.8105104142824444,0.8234012359807736
0.8121217669947356,0.8234012359807736
